REGION,DISTRICT,TRANSACTION_DATE,AMOUNT,METER_NUMBER,ACCOUNT_NUMBER,TRANSACTION_ID,TELCO,METRE_TYPE,METER_MAKE,Channels,PAYMENT_CHANNEL,Payment_Completed,Recharge_Fulfilled,Status,Status_Description,SPN,rechargeSource,Tracker
TEMA,South Tema ,25-04-1999,19,P191075814,713170360,Whfe6DhyEb7q,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201340749,mobile-app,1
ACCRA WEST,Bortianor ,25-04-1999,20,P191170429,728932484,WhJb5AA4teKK,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202929055,mobile-app,1
TEMA,Nungua ,25-04-1999,20,P19318262,740276149,whjehMnJkatq,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204115438,mobile-app,1
ACCRA EAST,Dodowa ,25-04-1999,20,P171016930,741466439,wkBZykDaYeF9,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204246046,mobile-app,1
TEMA,Afienya ,25-04-1999,10,P191162427,748020932,wKTXbmWX9qQt,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204932613,mobile-app,1
ACCRA WEST,Korle-bu ,25-04-1999,300,P19302669,749618040,WmP9tW2jcTSH,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205104949,mobile-app,1
CENTRAL,Winneba ,25-04-1999,45,P201146338,713128791,WNqE6sawGgtz,mtn,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201329700,mobile-app,1
TEMA,South Tema ,25-04-1999,50,P191083856,712696217,wpFyE2WcDMtH,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201289424,mobile-app,1
ACCRA EAST,Kwabenya ,25-04-1999,400,141062858,700592224,wQQfrCRw8EXS,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,USSD,1
TEMA,Afienya ,25-04-1999,50,24012132312,754582369,WqTSZcEnAyP4,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205571123,mobile-app,1
TEMA,Afienya ,25-04-1999,18,P161175316,737620872,Wr6JPMdapaqY,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203829070,mobile-app,1
TEMA,Krobo ,25-04-1999,5,54112146409,703859781,WWFEFhcMApzB,mtn,MMS-CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200418474,mobile-app,1
TEMA,Nungua ,25-04-1999,20,P191152198,727221344,wyepBMgHY2Re,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202745952,mobile-app,1
ACCRA EAST,Mampong ,25-04-1999,5,P161129179,701690008,wYgkpK9JRcGr,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200170398,mobile-app,1
TEMA,Nungua ,25-04-1999,20,P191071290,727213413,wykYyJNMPS5R,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202747553,mobile-app,1
ACCRA EAST,Legon ,25-04-1999,100,P151068329,728209397,wyngnyFnSYWR,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202852068,mobile-app,1
ACCRA EAST,Mampong ,28-04-1999,20,P161115985,740032811,2J2drxpAbrpC,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204088536,mobile-app,1
TEMA,South Tema ,28-04-1999,100,P191073650,712594730,TT9EZJHCnyxr,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201283894,mobile-app,1
TEMA,Prampram ,28-04-1999,100,P171024234,742784276,94QkKkx6AyTp,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204388411,mobile-app,1
TEMA,Afienya ,28-04-1999,50,P191103427,749577549,94TCzc9nhMfS,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205100517,mobile-app,1
EASTERN,Kibi ,20-02-1999,20,P171058623,730625245,bscN4BFWGM,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203098882,mobile-app,1
EASTERN,Asesewa ,24-10-1999,300,121152080,731551609,29797791572,MTN,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
TEMA,North Tema ,28-04-1999,250,P19308501,711344261,2567xJRFRdD3,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201155661,mobile-app,1
ACCRA EAST,Makola ,19-02-1999,70,P161212696,737095477,Bsx6kAShcN,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203772266,mobile-app,1
TEMA,South Tema ,20-02-1999,10,P191062999,712435222,Bt8REN6cYJ,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201264834,mobile-app,1
ACCRA EAST,Adenta ,26-04-1999,100,P201109788,748090328,Bts7b4YpaqaS,vodafone,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204940003,mobile-app,1
ACCRA WEST,Korle-bu ,19-02-1999,100,P191072276,732749117,BWmeBd6Rxr,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203234678,mobile-app,1
TEMA,South Tema ,29-04-1999,50,P191082502,712544661,24K64Y8skDjs,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201274951,mobile-app,1
ACCRA EAST,Teshie ,26-04-1999,18,P181127934,744754366,Bwzg3tJSeknX,mtn,ALPHA POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204598055,mobile-app,1
TEMA,Nungua ,19-02-1999,50,P191091668,711887397,BXgxFZykkN,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201209333,mobile-app,1
TEMA,North Tema ,28-04-1999,20,P191124260,749281272,24ksmrXH6pXF,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205067392,mobile-app,1
TEMA,Krobo ,29-04-1999,100,24012148706,703273194,24KZ9PQazDKn,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200355019,mobile-app,1
TEMA,South Tema ,19-02-1999,20,P191062256,712524927,bXn84ey7cw,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201273616,mobile-app,1
WESTERN,Half Assini ,01-06-1999,300,191093917,748214457,2p4ctbhsqm,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
TEMA,South Tema ,19-02-1999,50,P19308023,712460495,bxxwQCnPbD,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201267357,mobile-app,1
ACCRA WEST,Kaneshie ,26-04-1999,2,P191217821,734400638,KwrD5XzxBX7h,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203591802,mobile-app,1
TEMA,South Tema ,26-04-1999,1,P191048938,712531010,Kwzz8TpJxbBj,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201277433,mobile-app,1
ACCRA EAST,Dodowa ,29-04-1999,20,P171013563,742453258,25KgjqXg9tES,airteltigo,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204352236,mobile-app,1
TEMA,South Tema ,26-04-1999,20,P191093121,731418905,KxYgqPwybZbQ,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203185755,mobile-app,1
ACCRA WEST,Achimota ,12-05-1999,30,P171034446,744339349,d854b26bbJGq,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204554914,mobile-app,1
WESTERN,Agona ,29-05-1999,130,121144006,731293875,24gzm9xw5s,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
ACCRA EAST,Adenta ,26-04-1999,150,P201122535,702482144,KyGsHnrBEc4E,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200267591,mobile-app,1
TEMA,South Tema ,26-04-1999,10,P191042667,745014496,kz7jJ8TtAJdW,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204627109,mobile-app,1
ACCRA EAST,Adenta ,26-04-1999,50,P171005578,742777076,kZt3qQsPj6P9,vodafone,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204387720,mobile-app,1
TEMA,North Tema ,26-04-1999,20,P191117770,711665631,m2SRnXcrXYMM,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201189370,mobile-app,1
ACCRA WEST,Bortianor ,30-04-1999,600,P19312667,749406997,2MkXwzXWmNkX,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205082085,mobile-app,1
ACCRA EAST,Legon ,30-04-1999,30,P20324330,702466186,w2wegkrmeDzq,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200249382,mobile-app,1
ACCRA WEST,Kaneshie ,02-05-1999,20,24813169091,742022880,22nPc6WsQ88A,ECG,HUAWEI-WASION,PREPAID,MOBILE APP,PowerApp Balance,1,1,success,,204305860,mobile-app,1
EASTERN,Asamankese ,29-05-1999,100,171140638,740001170,257ywcsa8d,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,staffportal,1
TEMA,Krobo ,29-05-1999,5,54112216582,703324120,25jfbEtY58m2,mtn,MMS,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200366143,mobile-app,1
EASTERN,Akim Oda ,31-03-1999,150,981053092,716171011,qtRpGMwds9dA,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,mobile-app,1
ACCRA WEST,Kaneshie ,08-05-1999,10,24813121068,733911897,MPjtRkJd9dqr,mtn,HUAWEI-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203494712,mobile-app,1
EASTERN,Koforidua ,28-04-1999,20,P201158122,751901504,tZ5NSZkGwDPw,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205325035,mobile-app,1
ACCRA EAST,Legon ,28-04-1999,200,P191180250,747597801,tzfmwRSaYNcG,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204887696,mobile-app,1
TEMA,Nungua ,28-04-1999,50,P191053600,711843817,TzxWJFx6egmb,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201205280,mobile-app,1
ACCRA WEST,Achimota ,28-04-1999,4,P201135470,732421898,w4yjqKKcaeBM,vodafone,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203234161,mobile-app,1
TEMA,Prampram ,28-04-1999,20,P151060248,742103774,W8Nrmpw4HXZA,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204314552,mobile-app,1
ACCRA WEST,Amasaman ,28-04-1999,30,P16340512,702831814,WAa4B4X2pXxP,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200308188,mobile-app,1
ACCRA WEST,Bortianor ,28-04-1999,30,P191116077,731136638,wb9hKHgjdKFy,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203155497,mobile-app,1
ACCRA WEST,Dansoman ,28-04-1999,17,P201230683,744258675,wba7Y7kPgnx8,vodafone,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204546250,mobile-app,1
ACCRA EAST,Adenta ,08-05-1999,250,P15310974,701759290,EedWAFkcrn2y,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200177380,mobile-app,1
TEMA,South Tema ,28-04-1999,50,P191052311,712664717,WcB3wnxW4BS9,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201286965,mobile-app,1
ACCRA EAST,Mampong ,08-05-1999,30,P161114001,737713769,EeGy9R6hFAZb,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203840489,mobile-app,1
ACCRA WEST,Kaneshie ,28-04-1999,50,P191217865,733593341,wDKBbCR8s6ZC,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203244235,mobile-app,1
ACCRA EAST,Mampong ,09-05-1999,30,P161118567,701878458,PddGQde83NtQ,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200189308,mobile-app,1
ACCRA EAST,Dodowa ,28-04-1999,200,P20322680,750292231,WdknpFAZqXnD,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205177692,mobile-app,1
VOLTA,Keta ,01-07-1999,500,201029495,715482412,PwWjYe2dzCqZ,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,mobile-app,1
CENTRAL,Kasoa South ,01-07-1999,357,101037670,719554333,pxdHAcNszEBf,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,mobile-app,1
EASTERN,Kibi ,12-05-1999,5,P171050157,721355371,hAQ2C2ThsRSY,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202332289,mobile-app,1
EASTERN,Koforidua ,28-04-1999,10,P171045564,755114148,97M2B8E3X4P8,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205609463,mobile-app,1
CENTRAL,Winneba ,28-04-1999,100,P201150523,751646698,99PyGjFfTCHX,mtn,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205306529,mobile-app,1
ACCRA WEST,Achimota ,26-04-1999,2,P171028922,745393782,9B7rWcSqtSdX,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204666440,mobile-app,1
CENTRAL,Ajumako ,03-07-1999,30,971002075,705556429,234ajsjmcm,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
ACCRA WEST,Ablekuma ,14-05-1999,5,24912093713,755115954,22Ak8JecafAd,vodafone,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205609620,mobile-app,1
ACCRA EAST,Roman Ridge ,14-05-1999,30,P201241110,713670220,22H3pwS3jzS4,mtn,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201386712,mobile-app,1
ACCRA EAST,Legon ,28-04-1999,20,15305277,727376901,9e4mjJWh6zMd,mtn,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202762210,mobile-app,1
TEMA,Krobo ,28-04-1999,30,24012050860,722274255,9EZyDeeqkkAS,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202377038,mobile-app,1
ACCRA EAST,Dodowa ,28-04-1999,100,P20310970,750347232,9F8xFfBcZbcy,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205183068,mobile-app,1
TEMA,Afienya ,28-04-1999,30,P161170440,740326895,9fZpyhrEJx6j,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204120800,mobile-app,1
TEMA,Prampram ,15-05-1999,50,24911887602,757028677,225hEH5Xxw7t,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205812249,mobile-app,1
ACCRA EAST,Teshie ,28-04-1999,60,P8317280,728943878,9GD8cgR9Q2XK,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203065534,mobile-app,1
ACCRA WEST,Bortianor ,28-04-1999,2,P191104938,751952154,9GeZyxqEsFr2,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205329491,mobile-app,1
ACCRA EAST,Dodowa ,15-05-1999,5,P201233142,750657773,228SMBxrCtkY,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205215800,mobile-app,1
ASHANTI WEST,Abuakwa ,15-05-1999,100,G13308604,746506986,22B3HD3kYkmA,mtn,SMART G,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204779733,USSD,1
ACCRA WEST,Amasaman ,28-04-1999,150,P19309859,714951273,9hRtQcPy776P,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201517477,mobile-app,1
CENTRAL,Winneba ,15-05-1999,50,P201139199,727464519,22bxcmmysx,mtn,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202771398,staffportal,1
ASHANTI SOUTH,Dunkwa ,05-07-1999,100,141023560,719536798,6qewrcqqqg,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
ACCRA WEST,Kaneshie ,28-04-1999,30,P201231314,735026346,3BnZ7243WjFh,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203397437,mobile-app,1
EASTERN,Suhum ,05-07-1999,100,171059146,730671941,6QgStW9bRqEX,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,USSD,1
ACCRA WEST,Ablekuma ,15-05-1999,30,P171063344,744946969,2ghSGDQ34SGj,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204618880,mobile-app,1
TEMA,Krobo ,15-05-1999,40,92111574,708553130,2gtadbc7sm,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
ACCRA EAST,Kwabenya ,28-04-1999,20,P171006765,700035935,3ehNdXzxNxSE,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200003626,mobile-app,1
TEMA,Afienya ,28-04-1999,40,P161168998,737323194,3fsdtPaDbYxk,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203795738,mobile-app,1
TEMA,Ashaiman ,15-05-1999,200,261123708,701972697,2gz2w2njye,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,staffportal,1
TEMA,South Tema ,28-04-1999,20,P191050903,724768717,3HNk9gp9q5rd,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202499463,mobile-app,1
ASHANTI WEST,Abuakwa ,15-05-1999,250,141220287,736712712,2h2nqxbrxp,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,staffportal,1
ACCRA EAST,Legon ,28-04-1999,80,18017735,702465574,3jXe6M6WxhSR,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200252390,mobile-app,1
TEMA,Prampram ,28-04-1999,10,P191221583,745873199,3kRBKzFeMeZ4,mtn,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204716310,mobile-app,1
ACCRA EAST,Kwabenya ,15-05-1999,40,P161206018,738525909,2H6wceJ2zmjh,mtn,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203928693,mobile-app,1
TEMA,Afienya ,28-04-1999,20,P201160648,753585741,3pbKcByqyPpk,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205486086,mobile-app,1
ACCRA EAST,Adenta ,28-04-1999,20,P201229668,749881236,3r9a4qBfCBcK,mtn,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205133331,mobile-app,1
ACCRA WEST,Achimota ,28-04-1999,50,P191214267,740891265,3rNyhwgqfXdk,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204183667,mobile-app,1
TEMA,Prampram ,28-04-1999,30,19066634,728160924,3tcmkZHWpxBW,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202846727,mobile-app,1
TEMA,South Tema ,15-05-1999,5,P191172711,730805286,2HAdyy3NF25J,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203118878,mobile-app,1
TEMA,Krobo ,25-04-1999,28,24012023818,708596311,akg753MbrqDa,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200360318,USSD,1
ACCRA WEST,Achimota ,29-04-1999,20,P191214420,732629901,44eWjKPM2T4P,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203379187,mobile-app,1
TEMA,Ashaiman ,29-04-1999,30,P161180261,712559943,46N5aysXQBAz,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201275409,mobile-app,1
ACCRA EAST,Dodowa ,10-05-1999,30,24210041661,758857940,MtSNmYs6DjtJ,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205996749,mobile-app,1
ACCRA EAST,Legon ,29-04-1999,100,24911932481,755390379,4aba7hSQ9PgA,vodafone,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205637164,mobile-app,1
ACCRA EAST,Dodowa ,29-04-1999,200,P20319140,730222593,4BCQTqEnwjH2,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202899648,mobile-app,1
ACCRA EAST,Dodowa ,29-04-1999,50,P20324133,701667631,4BdnJZBj3dEY,vodafone,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200168154,mobile-app,1
CENTRAL,Ajumako ,10-05-1999,400,191036932,747883535,mtz64bhtaz,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,0,paid,,,staffportal,1
TEMA,Nungua ,29-04-1999,50,P191094985,727222181,4bkkmaberDKW,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202746264,mobile-app,1
ACCRA EAST,Legon ,29-04-1999,300,24203181722,755510464,4dMqYPwPBwmr,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205647960,mobile-app,1
CENTRAL,B. Asikuma ,10-05-1999,70,171067058,705510451,mwaneegb2f,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,0,paid,,,offlineCashier,1
TEMA,North Tema ,29-04-1999,50,P191125371,711470408,4dZGDFxFJ2YK,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201169146,mobile-app,1
TEMA,Nungua ,29-04-1999,20,P191094259,727270525,4e2gkh8GBWzS,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202751326,mobile-app,1
CENTRAL,Cape-Coast ,29-04-1999,100,P201141124,710919411,4ebRnbcNAGHB,mtn,Empower Smart,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201114010,mobile-app,1
ACCRA EAST,Roman Ridge ,29-04-1999,50,P161203962,731589511,4EmwXkrHEhqF,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203204567,mobile-app,1
ACCRA WEST,Bortianor ,29-04-1999,100,P16345571,729873168,4j5nbxxAGett,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202965165,mobile-app,1
TEMA,Nungua ,29-04-1999,40,P191087796,712152231,4j9F2Nx74y3N,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201236538,mobile-app,1
ACCRA EAST,Dodowa ,29-04-1999,5,P201220117,747796098,4jdQtpnAaZyR,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204908701,mobile-app,1
EASTERN,Akim-Tafo ,10-05-1999,50,201038635,718981258,mwgwssbnnm,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,0,paid,,,offlineCashier,1
ACCRA WEST,Achimota ,10-05-1999,40,P201137412,750469151,MwJQwBcHnDeK,mtn,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205196813,mobile-app,1
ACCRA EAST,Adenta ,10-05-1999,60,P201246250,749450836,mWzCAyRTAaBS,airteltigo,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205086897,mobile-app,1
ACCRA WEST,Amasaman ,30-04-1999,10,P16340611,744818869,2n7ZX264M5rx,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204605402,mobile-app,1
TEMA,South Tema ,30-04-1999,38,P191051459,712525483,2naPFc6k4N76,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201271371,mobile-app,1
WESTERN,Juabeso ,09-05-1999,20,101116140,704886682,qw7dsa7kjk,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
ACCRA WEST,Bortianor ,30-04-1999,10,P19323841,729827106,2NJn3NJCGg7S,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202930039,mobile-app,1
ASHANTI SOUTH,Dunkwa ,09-05-1999,150,171721282,746036572,qwf7jnnn7e,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
ASHANTI WEST,Suame ,09-05-1999,200,241728065,717146181,qwhtxm5cfh,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
TEMA,South Tema ,30-04-1999,20,P191077217,712575454,2nmw9gkZ7wPS,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201275893,mobile-app,1
VOLTA,Denu ,12-04-1999,2052.379883,181001895,737772360,2ntdjrgkmn,Ghana.GOV,POSTPAID,NON-SLT,NON-SLT,ghana.gov,1,1,completed,,,staffportal,1
ACCRA EAST,Roman Ridge ,30-04-1999,20,P201239404,749525441,2pGkcGTB3sHP,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205095701,mobile-app,1
ACCRA WEST,Ablekuma ,30-04-1999,20,P19319949,729939181,2pReFrRDgpFZ,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203010325,mobile-app,1
TEMA,South Tema ,30-04-1999,20,P191076438,712624831,2rem393rtRFg,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201283715,mobile-app,1
ACCRA WEST,Amasaman ,30-04-1999,4,P191126794,702963236,2S797qDx9gBF,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200321101,mobile-app,1
TEMA,South Tema ,30-04-1999,20,P191092522,712838954,2T3KhpdjxW4t,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201307612,mobile-app,1
ACCRA WEST,Achimota ,03-05-1999,300,P201137065,732641250,23WQfHzw43CE,mtn,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203363390,mobile-app,1
TEMA,South Tema ,23-02-1999,10,P191143609,748385399,24CRSMKqk9,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,0,unknown,,204971160,mobile-app,1
WESTERN,Bogoso ,09-05-1999,200,141016912,705133721,qwjrs7xmrn,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
ASHANTI EAST,Ejisu ,09-05-1999,30,201519245,737828819,qwnwyfxdjp,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
TEMA,South Tema ,23-02-1999,50,P191047161,745042043,24GXYrJmar,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,0,unknown,,204629762,mobile-app,1
ACCRA EAST,Mampong ,23-02-1999,100,P171064774,728118255,24QXK42sMa,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,0,unknown,,202842110,mobile-app,1
ASHANTI SOUTH,Dunkwa ,15-05-1999,100,171132435,738505077,2hm9fndcmYmE,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,USSD,1
EASTERN,Kade ,04-05-1999,70,191015815,744316909,7001689097,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
